gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,MonthlyCharges_x_MTM,Tenure_x_Security,MTM_x_NoSecurity,CostPerTenureMonth,Churn
Female,0,Yes,No,40.0,Yes,No,Fiber optic,No,No,Month-to-month,No,Credit card,76.79,3059.59,76.79,0.0,1.0,1.8729268292682928,1
Female,0,No,No,40.0,Yes,No,No,Yes,No internet service,One year,Yes,Bank transfer,45.26,1795.13,0.0,40.0,0.0,1.1039024390243901,0
Male,0,No,No,27.0,Yes,No phone service,DSL,Yes,No internet service,Two year,Yes,Bank transfer,40.53,1120.31,0.0,27.0,0.0,1.4475,0
Female,0,No,No,60.0,Yes,Yes,Fiber optic,No internet service,No,One year,No,Electronic check,65.44,3918.6,0.0,0.0,0.0,1.0727868852459017,0
Female,0,No,No,50.0,Yes,Yes,Fiber optic,No internet service,No internet service,One year,Yes,Electronic check,31.26,1556.1,0.0,0.0,0.0,0.6129411764705882,0
Female,0,No,No,51.0,Yes,Yes,DSL,Yes,Yes,One year,No,Electronic check,20.85,1061.01,0.0,51.0,0.0,0.4009615384615385,0
Female,0,No,No,47.0,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,73.91,3443.95,73.91,0.0,1.0,1.5397916666666667,0
Female,0,Yes,No,48.0,Yes,No phone service,Fiber optic,No internet service,Yes,Two year,Yes,Credit card,58.9,2823.54,0.0,0.0,0.0,1.2020408163265306,0
Male,1,No,Yes,54.0,Yes,No,Fiber optic,Yes,No,Two year,No,Bank transfer,99.07,5318.51,0.0,54.0,0.0,1.8012727272727271,0
Female,0,No,No,17.0,Yes,No phone service,DSL,No internet service,No internet service,Month-to-month,Yes,Bank transfer,18.52,327.42,18.52,0.0,1.0,1.028888888888889,0
Male,0,No,No,38.0,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,89.49,3391.78,89.49,0.0,1.0,2.2946153846153843,0
Male,0,No,No,10.0,Yes,No phone service,DSL,Yes,No,One year,No,Electronic check,89.4,882.35,0.0,10.0,0.0,8.127272727272727,0
Female,1,No,No,27.0,Yes,No phone service,Fiber optic,No,No internet service,Two year,Yes,Mailed check,101.6,2704.84,0.0,0.0,0.0,3.6285714285714286,0
Female,0,No,No,21.0,Yes,No phone service,Fiber optic,No,Yes,One year,Yes,Electronic check,99.41,2094.03,0.0,0.0,0.0,4.518636363636364,0
Female,0,No,No,15.0,Yes,No,DSL,No internet service,Yes,Month-to-month,Yes,Electronic check,115.19,1775.72,115.19,0.0,1.0,7.199375,1
Male,0,Yes,No,39.0,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Mailed check,30.84,1191.33,30.84,0.0,1.0,0.771,1
Male,0,Yes,No,32.0,Yes,No,DSL,Yes,No internet service,Month-to-month,No,Mailed check,51.63,1651.19,51.63,32.0,0.0,1.5645454545454547,0
Male,1,No,Yes,33.0,Yes,No phone service,Fiber optic,Yes,Yes,Two year,Yes,Mailed check,113.56,3779.06,0.0,33.0,0.0,3.34,0
Female,0,Yes,Yes,62.0,Yes,No phone service,Fiber optic,No,No,One year,Yes,Credit card,101.05,6312.5,0.0,0.0,0.0,1.6039682539682538,0
Female,0,No,No,26.0,Yes,No phone service,No,No,No,Two year,Yes,Mailed check,99.05,2551.12,0.0,0.0,0.0,3.6685185185185185,0
Female,0,Yes,No,9.0,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Credit card,74.92,698.5,74.92,0.0,1.0,7.492,0
Female,0,Yes,No,57.0,Yes,No phone service,No,No internet service,No,Month-to-month,Yes,Credit card,112.99,6384.92,112.99,0.0,1.0,1.948103448275862,0
Male,0,No,No,16.0,Yes,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer,61.32,918.15,0.0,0.0,0.0,3.6070588235294117,0
Male,0,No,No,70.0,Yes,No,DSL,Yes,No,Month-to-month,No,Bank transfer,52.43,3634.33,52.43,70.0,0.0,0.7384507042253521,0
Male,0,No,No,48.0,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,116.75,5596.58,116.75,48.0,0.0,2.38265306122449,0
Male,0,Yes,No,19.0,Yes,Yes,No,No internet service,No,Two year,Yes,Electronic check,52.23,952.43,0.0,0.0,0.0,2.6115,0
Male,0,No,No,41.0,Yes,No phone service,DSL,No,No,One year,Yes,Bank transfer,108.43,4471.83,0.0,0.0,0.0,2.581666666666667,0
Male,0,Yes,No,67.0,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,56.48,3785.0,56.48,0.0,1.0,0.8305882352941176,0
Male,1,No,Yes,66.0,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer,90.71,5999.25,90.71,66.0,0.0,1.3538805970149252,0
Female,0,Yes,No,29.0,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer,66.55,1923.02,66.55,0.0,1.0,2.2183333333333333,0
Male,0,Yes,Yes,3.0,Yes,No phone service,No,No internet service,Yes,Two year,No,Electronic check,77.3,220.05,0.0,0.0,0.0,19.325,0
Male,0,No,Yes,6.0,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,108.28,648.0,108.28,6.0,0.0,15.468571428571428,0
Male,0,No,No,63.0,No,No,DSL,No,Yes,Month-to-month,Yes,Bank transfer,90.21,5722.19,90.21,0.0,1.0,1.40953125,0
Male,0,No,No,47.0,Yes,Yes,Fiber optic,No,Yes,One year,No,Bank transfer,98.08,4613.75,0.0,0.0,0.0,2.0433333333333334,0
Female,0,Yes,No,52.0,Yes,No,DSL,No,No internet service,Month-to-month,No,Bank transfer,63.22,3290.68,63.22,0.0,1.0,1.1928301886792452,0
Male,0,No,No,52.0,Yes,No phone service,Fiber optic,Yes,No internet service,Two year,No,Mailed check,28.13,1441.71,0.0,52.0,0.0,0.5307547169811321,0
Male,0,Yes,No,56.0,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,No,Bank transfer,110.09,6144.97,110.09,0.0,1.0,1.93140350877193,0
Male,0,No,No,37.0,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer,115.71,4267.72,115.71,37.0,0.0,3.045,0
Female,0,No,No,27.0,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer,46.55,1269.16,0.0,27.0,0.0,1.6624999999999999,0
Female,0,No,No,17.0,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,105.35,1797.46,105.35,0.0,1.0,5.852777777777778,1
Male,0,Yes,No,22.0,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,73.86,1585.4,0.0,22.0,0.0,3.2113043478260868,0
Male,0,No,Yes,54.0,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,54.0,2924.96,54.0,0.0,1.0,0.9818181818181818,0
Male,0,No,No,2.0,Yes,No,DSL,No,Yes,One year,Yes,Electronic check,20.58,55.55,0.0,0.0,0.0,6.859999999999999,0
Male,0,Yes,No,11.0,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,98.06,1090.45,98.06,0.0,1.0,8.171666666666667,0
Female,1,No,No,56.0,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Credit card,116.35,6527.0,116.35,0.0,1.0,2.0412280701754386,0
Female,0,Yes,No,47.0,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,38.77,1834.1,38.77,47.0,0.0,0.8077083333333334,0
Female,0,No,No,12.0,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer,18.7,231.74,18.7,0.0,1.0,1.4384615384615385,1
Male,0,Yes,No,3.0,Yes,Yes,No,No,No internet service,Two year,No,Mailed check,50.66,125.28,0.0,0.0,0.0,12.665,0
Male,0,Yes,No,17.0,Yes,No phone service,Fiber optic,Yes,No,One year,Yes,Credit card,109.28,1877.12,0.0,17.0,0.0,6.071111111111112,0
Male,0,Yes,No,9.0,Yes,No phone service,No,No,No internet service,One year,No,Credit card,104.74,977.1,0.0,0.0,0.0,10.474,0
Male,0,Yes,Yes,20.0,No,No,DSL,No internet service,No,Two year,No,Mailed check,61.85,1262.32,0.0,0.0,0.0,2.9452380952380954,0
Female,0,Yes,No,60.0,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,Yes,Mailed check,99.71,5988.08,99.71,0.0,1.0,1.634590163934426,0
Male,0,Yes,No,62.0,No,No phone service,No,No internet service,No internet service,Month-to-month,No,Credit card,47.28,2929.88,47.28,0.0,1.0,0.7504761904761905,1
Male,0,Yes,Yes,21.0,Yes,No,Fiber optic,Yes,No internet service,One year,Yes,Bank transfer,75.52,1573.37,0.0,21.0,0.0,3.4327272727272726,0
Female,0,Yes,No,21.0,No,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,85.16,1750.88,85.16,0.0,1.0,3.8709090909090906,0
Male,0,Yes,No,59.0,No,No phone service,No,No internet service,No,One year,Yes,Bank transfer,29.25,1745.09,0.0,0.0,0.0,0.4875,0
Male,0,Yes,No,31.0,Yes,No,DSL,No,No,Month-to-month,Yes,Mailed check,33.59,1011.64,33.59,0.0,1.0,1.0496875,0
Male,0,No,No,16.0,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,26.34,414.26,26.34,0.0,1.0,1.5494117647058823,1
Male,0,Yes,Yes,54.0,Yes,No phone service,Fiber optic,No,No,One year,No,Mailed check,117.59,6342.25,0.0,0.0,0.0,2.138,0
Male,1,No,Yes,35.0,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Credit card,56.89,2016.28,56.89,0.0,1.0,1.580277777777778,0
Male,0,No,No,64.0,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card,49.61,3188.33,49.61,0.0,1.0,0.7632307692307693,0
Male,0,Yes,Yes,63.0,Yes,No phone service,Fiber optic,No internet service,No internet service,Two year,No,Credit card,52.54,3297.73,0.0,0.0,0.0,0.8209375,0
Male,1,No,No,57.0,Yes,No phone service,DSL,No internet service,Yes,Month-to-month,No,Bank transfer,114.8,6541.33,114.8,0.0,1.0,1.9793103448275862,0
Male,0,No,No,70.0,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,20.54,1433.64,20.54,70.0,0.0,0.2892957746478873,0
Female,0,No,No,39.0,No,No,DSL,Yes,No,One year,No,Credit card,110.75,,0.0,39.0,0.0,2.76875,0
Male,0,Yes,No,39.0,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Mailed check,75.39,2920.0,75.39,0.0,1.0,1.88475,0
Female,0,Yes,Yes,1.0,Yes,No phone service,No,No internet service,No,Month-to-month,No,Mailed check,71.82,77.71,71.82,0.0,1.0,35.91,1
Female,0,No,No,12.0,Yes,No phone service,No,No internet service,No internet service,One year,No,Credit card,52.62,627.38,0.0,0.0,0.0,4.047692307692308,0
Male,0,No,No,12.0,Yes,Yes,Fiber optic,No,No,One year,No,Credit card,20.88,299.57,0.0,0.0,0.0,1.606153846153846,0
Female,0,Yes,No,66.0,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,102.71,6763.07,102.71,0.0,1.0,1.5329850746268656,0
Male,0,Yes,No,19.0,Yes,No,Fiber optic,No,No,Two year,Yes,Mailed check,70.66,1367.02,0.0,0.0,0.0,3.533,0
Male,0,Yes,Yes,45.0,No,Yes,DSL,No internet service,Yes,Month-to-month,No,Bank transfer,18.51,824.49,18.51,0.0,1.0,0.4023913043478261,1
Male,0,Yes,No,30.0,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,88.35,2648.69,88.35,30.0,0.0,2.8499999999999996,0
Male,0,Yes,Yes,55.0,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,60.32,3344.73,60.32,55.0,0.0,1.0771428571428572,0
Male,1,Yes,No,26.0,Yes,No phone service,No,No internet service,No internet service,Two year,Yes,Credit card,57.42,1503.92,0.0,0.0,0.0,2.126666666666667,0
Male,0,No,Yes,67.0,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,No,Credit card,24.14,1615.2,24.14,67.0,0.0,0.355,0
Female,1,No,No,37.0,Yes,Yes,DSL,No,No internet service,One year,No,Mailed check,85.27,3147.96,0.0,0.0,0.0,2.2439473684210527,0
Male,0,No,Yes,18.0,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,82.81,1518.44,82.81,18.0,0.0,4.358421052631579,1
Female,0,No,No,30.0,Yes,No phone service,Fiber optic,Yes,No,Two year,No,Electronic check,114.87,3439.0,0.0,30.0,0.0,3.705483870967742,0
Female,0,No,Yes,26.0,Yes,No phone service,No,Yes,No,Two year,Yes,Mailed check,28.8,741.66,0.0,26.0,0.0,1.0666666666666667,0
Female,0,Yes,Yes,52.0,No,No,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,112.53,5838.0,112.53,0.0,1.0,2.1232075471698115,0
Male,0,No,Yes,23.0,Yes,No,DSL,Yes,No,Month-to-month,Yes,Credit card,65.82,1550.06,65.82,23.0,0.0,2.7424999999999997,0
Female,1,No,Yes,4.0,Yes,No phone service,DSL,No internet service,No,Month-to-month,Yes,Credit card,23.37,68.37,23.37,0.0,1.0,4.674,0
Female,0,Yes,No,56.0,No,Yes,Fiber optic,No internet service,No,Two year,Yes,Bank transfer,93.54,5244.01,0.0,0.0,0.0,1.6410526315789475,0
Female,0,No,No,71.0,Yes,No phone service,Fiber optic,No,Yes,One year,Yes,Electronic check,59.33,4219.15,0.0,0.0,0.0,0.8240277777777778,0
Male,0,Yes,Yes,18.0,Yes,Yes,No,No internet service,No,Two year,No,Electronic check,27.01,462.24,0.0,0.0,0.0,1.421578947368421,0
Female,0,Yes,No,60.0,Yes,No phone service,No,Yes,No internet service,Month-to-month,No,Credit card,30.66,1834.2,30.66,60.0,0.0,0.5026229508196721,0
Female,0,Yes,No,3.0,No,No phone service,Fiber optic,No,Yes,Two year,No,Credit card,114.33,335.56,0.0,0.0,0.0,28.5825,0
Male,1,No,Yes,24.0,Yes,Yes,Fiber optic,Yes,No,Two year,No,Credit card,83.41,1989.78,0.0,24.0,0.0,3.3364,0
Male,0,Yes,No,1.0,No,No,DSL,No internet service,No,Month-to-month,No,Mailed check,113.28,115.41,113.28,0.0,1.0,56.64,0
Male,0,Yes,No,29.0,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,No,Bank transfer,95.61,2778.97,95.61,0.0,1.0,3.187,0
Female,0,No,No,44.0,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,80.61,3541.1,80.61,44.0,0.0,1.7913333333333332,0
Male,0,Yes,No,69.0,Yes,No,DSL,No internet service,Yes,Month-to-month,Yes,Credit card,29.87,2101.19,29.87,0.0,1.0,0.4267142857142857,0
Male,1,Yes,No,60.0,Yes,No phone service,DSL,No,No internet service,One year,No,Electronic check,63.02,3768.06,0.0,0.0,0.0,1.0331147540983607,0
Female,1,No,No,67.0,Yes,No,No,No,No internet service,Two year,No,Electronic check,42.06,2823.23,0.0,0.0,0.0,0.6185294117647059,0
Male,0,Yes,No,47.0,Yes,No phone service,Fiber optic,Yes,No,One year,Yes,Credit card,33.99,1599.98,0.0,47.0,0.0,0.708125,0
Male,1,Yes,No,28.0,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,67.38,1898.84,67.38,0.0,1.0,2.3234482758620687,0
Female,0,Yes,No,65.0,Yes,No,Fiber optic,No,No internet service,Two year,No,Mailed check,49.33,3210.71,0.0,0.0,0.0,0.7474242424242424,0
Female,0,No,No,5.0,Yes,No phone service,Fiber optic,Yes,No internet service,Two year,No,Credit card,113.33,549.93,0.0,5.0,0.0,18.888333333333332,0
Female,0,No,No,58.0,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Mailed check,20.91,1225.83,20.91,58.0,0.0,0.35440677966101697,0
Female,0,Yes,No,71.0,Yes,No,No,Yes,No internet service,Two year,No,Mailed check,20.84,1480.08,0.0,71.0,0.0,0.28944444444444445,0
Male,0,Yes,Yes,2.0,Yes,No,DSL,No internet service,No,Month-to-month,No,Credit card,80.42,180.49,80.42,0.0,1.0,26.80666666666667,0
Female,0,No,Yes,47.0,Yes,No phone service,DSL,No,No internet service,Month-to-month,Yes,Credit card,27.3,1298.83,27.3,0.0,1.0,0.56875,0
Female,0,No,Yes,63.0,No,No phone service,Fiber optic,Yes,No internet service,One year,No,Credit card,73.4,4636.29,0.0,63.0,0.0,1.146875,0
Male,1,No,Yes,50.0,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,99.58,4997.71,99.58,0.0,1.0,1.952549019607843,0
Male,1,Yes,No,70.0,Yes,No phone service,Fiber optic,No,Yes,One year,Yes,Credit card,30.54,2126.55,0.0,0.0,0.0,0.43014084507042255,0
Male,0,No,No,20.0,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,25.04,502.71,25.04,0.0,1.0,1.1923809523809523,1
Male,0,Yes,Yes,46.0,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Electronic check,113.15,5227.19,113.15,46.0,0.0,2.4074468085106386,0
Male,0,No,No,59.0,Yes,Yes,DSL,Yes,No,One year,No,Credit card,103.98,6139.59,0.0,59.0,0.0,1.733,0
Male,0,No,Yes,5.0,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Credit card,42.66,197.97,42.66,0.0,1.0,7.109999999999999,1
Female,0,No,No,40.0,Yes,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Mailed check,66.24,2628.9,66.24,40.0,0.0,1.6156097560975609,0
Male,0,Yes,No,69.0,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,33.44,2322.87,33.44,0.0,1.0,0.4777142857142857,0
Female,0,Yes,Yes,34.0,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,101.85,3451.89,101.85,0.0,1.0,2.9099999999999997,0
Female,0,Yes,No,58.0,Yes,Yes,DSL,No,Yes,Month-to-month,No,Bank transfer,37.22,2157.76,37.22,0.0,1.0,0.6308474576271186,0
Female,0,Yes,No,53.0,Yes,No phone service,Fiber optic,No internet service,No internet service,One year,Yes,Electronic check,101.01,5381.75,0.0,0.0,0.0,1.8705555555555557,0
Female,0,Yes,No,20.0,Yes,No,Fiber optic,No,No,Month-to-month,No,Bank transfer,42.79,839.02,42.79,0.0,1.0,2.0376190476190477,1
Male,1,No,No,27.0,Yes,Yes,No,Yes,No internet service,One year,Yes,Credit card,29.01,806.98,0.0,27.0,0.0,1.0360714285714285,0
Female,0,No,No,35.0,Yes,No phone service,Fiber optic,No internet service,No internet service,Two year,No,Mailed check,39.33,1356.55,0.0,0.0,0.0,1.0925,0
Male,0,Yes,Yes,31.0,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Bank transfer,72.06,2257.85,72.06,0.0,1.0,2.251875,0
Female,0,Yes,No,43.0,No,No phone service,DSL,No internet service,No internet service,Month-to-month,No,Credit card,106.51,4583.37,106.51,0.0,1.0,2.4206818181818184,0
Male,0,Yes,Yes,47.0,Yes,No phone service,No,Yes,Yes,Month-to-month,Yes,Bank transfer,21.86,993.27,21.86,47.0,0.0,0.45541666666666664,0
Male,0,No,No,30.0,Yes,No phone service,No,Yes,No internet service,One year,Yes,Credit card,32.31,944.96,0.0,30.0,0.0,1.042258064516129,0
Female,0,No,No,46.0,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,73.31,3355.08,73.31,46.0,0.0,1.5597872340425532,0
Male,0,Yes,No,47.0,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer,27.08,1275.44,27.08,0.0,1.0,0.5641666666666666,0
Female,0,Yes,No,69.0,Yes,No,Fiber optic,Yes,No internet service,Two year,Yes,Credit card,52.76,3662.96,0.0,69.0,0.0,0.7537142857142857,0
Male,0,No,No,58.0,Yes,No phone service,Fiber optic,No internet service,Yes,Month-to-month,Yes,Bank transfer,55.38,3219.83,55.38,0.0,1.0,0.9386440677966102,0
Male,0,Yes,No,40.0,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,66.79,2654.39,66.79,0.0,1.0,1.6290243902439026,0
Female,0,Yes,No,13.0,Yes,No,Fiber optic,Yes,No,One year,Yes,Bank transfer,89.84,1196.84,0.0,13.0,0.0,6.417142857142857,0
Female,0,No,No,23.0,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,42.62,979.03,42.62,23.0,0.0,1.7758333333333332,0
Male,0,Yes,Yes,24.0,Yes,No phone service,Fiber optic,Yes,No,Two year,No,Bank transfer,50.77,1200.19,0.0,24.0,0.0,2.0308,0
Male,0,No,No,21.0,Yes,No,DSL,No,Yes,Two year,No,Mailed check,61.28,1284.57,0.0,0.0,0.0,2.7854545454545456,0
Male,0,No,No,68.0,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Credit card,57.23,3891.84,57.23,0.0,1.0,0.8294202898550724,1
Female,0,No,Yes,38.0,Yes,No,Fiber optic,No,No,Two year,No,Mailed check,89.64,3389.25,0.0,0.0,0.0,2.2984615384615386,0
Female,0,Yes,No,71.0,Yes,No,DSL,No internet service,No,One year,No,Mailed check,22.58,1622.21,0.0,0.0,0.0,0.31361111111111106,0
Male,0,Yes,No,9.0,Yes,No,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer,32.8,287.96,32.8,0.0,1.0,3.28,1
Male,0,No,No,51.0,Yes,No,DSL,No internet service,No internet service,Two year,Yes,Electronic check,31.81,,0.0,0.0,0.0,0.6117307692307692,0
Male,0,Yes,No,42.0,No,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Mailed check,71.56,3017.73,71.56,0.0,1.0,1.664186046511628,0
Male,0,No,No,55.0,Yes,No,DSL,No,Yes,Month-to-month,Yes,Bank transfer,26.5,1465.42,26.5,0.0,1.0,0.4732142857142857,0
Female,0,No,No,28.0,Yes,Yes,Fiber optic,No,No,One year,Yes,Bank transfer,25.48,729.19,0.0,0.0,0.0,0.8786206896551725,0
Female,1,Yes,No,37.0,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,96.13,3572.1,96.13,0.0,1.0,2.529736842105263,0
Male,1,Yes,Yes,25.0,No,No phone service,DSL,Yes,No,Two year,Yes,Credit card,116.04,2887.79,0.0,25.0,0.0,4.463076923076923,0
Female,0,No,No,50.0,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Electronic check,21.63,1079.19,21.63,50.0,0.0,0.4241176470588235,0
Male,0,No,No,14.0,Yes,No phone service,Fiber optic,No,Yes,One year,No,Mailed check,35.19,447.7,0.0,0.0,0.0,2.3459999999999996,0
Male,0,No,No,47.0,Yes,No,Fiber optic,No,No internet service,One year,Yes,Credit card,68.9,3241.01,0.0,0.0,0.0,1.4354166666666668,0
Male,0,Yes,No,36.0,Yes,No phone service,No,No,Yes,Two year,No,Credit card,108.01,3893.16,0.0,0.0,0.0,2.9191891891891895,0
Male,0,Yes,Yes,57.0,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,68.42,3895.9,68.42,0.0,1.0,1.1796551724137931,0
Male,0,Yes,No,3.0,Yes,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,55.95,148.67,55.95,0.0,1.0,13.9875,1
Female,0,No,No,13.0,Yes,No,DSL,No internet service,No,Two year,No,Bank transfer,101.93,1346.22,0.0,0.0,0.0,7.280714285714287,0
Female,0,Yes,Yes,44.0,Yes,Yes,DSL,No internet service,No internet service,Month-to-month,No,Mailed check,95.06,4158.44,95.06,0.0,1.0,2.1124444444444443,1
Male,0,No,No,27.0,Yes,No,No,No,No,One year,No,Bank transfer,98.02,2676.59,0.0,0.0,0.0,3.5007142857142854,0
Female,0,Yes,No,21.0,Yes,No,DSL,Yes,No internet service,Month-to-month,No,Electronic check,41.41,839.22,41.41,21.0,0.0,1.882272727272727,1
Female,1,Yes,Yes,67.0,Yes,Yes,Fiber optic,No,No internet service,One year,No,Electronic check,83.03,5557.7,0.0,0.0,0.0,1.2210294117647058,0
Female,0,Yes,No,65.0,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,36.31,2314.55,36.31,0.0,1.0,0.5501515151515152,0
Female,0,Yes,No,7.0,Yes,Yes,No,No internet service,No internet service,One year,No,Bank transfer,63.63,430.28,0.0,0.0,0.0,7.95375,0
Male,1,No,No,38.0,No,No,Fiber optic,Yes,Yes,One year,No,Bank transfer,,3877.02,0.0,38.0,0.0,2.612820512820513,0
Female,0,Yes,Yes,48.0,Yes,Yes,No,Yes,No internet service,One year,No,Electronic check,97.53,4687.73,0.0,48.0,0.0,1.9904081632653061,0
Female,0,No,Yes,56.0,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,73.52,4112.3,73.52,0.0,1.0,1.2898245614035087,1
Female,0,Yes,No,15.0,Yes,No,DSL,Yes,Yes,Month-to-month,No,Mailed check,95.0,1414.93,95.0,15.0,0.0,5.9375,0
Male,0,Yes,No,61.0,Yes,Yes,DSL,No,No,Month-to-month,No,Credit card,24.74,1556.34,24.74,0.0,1.0,0.3990322580645161,1
Male,0,No,Yes,47.0,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,100.99,4744.88,100.99,47.0,0.0,2.1039583333333334,0
Male,0,No,No,63.0,Yes,Yes,DSL,No internet service,No,Month-to-month,Yes,Mailed check,97.43,6194.77,97.43,0.0,1.0,1.52234375,1
Male,0,No,Yes,49.0,Yes,No,DSL,Yes,No,Month-to-month,No,Bank transfer,92.16,4546.5,92.16,49.0,0.0,1.8432,1
Male,0,Yes,No,62.0,Yes,Yes,Fiber optic,No,Yes,Two year,No,Bank transfer,32.41,1996.03,0.0,0.0,0.0,0.5144444444444444,0
Male,1,Yes,No,3.0,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Bank transfer,39.35,108.33,0.0,3.0,0.0,9.8375,0
Female,0,Yes,Yes,17.0,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Credit card,39.93,711.15,39.93,0.0,1.0,2.2183333333333333,0
Male,0,Yes,No,38.0,Yes,No,No,No internet service,No internet service,Two year,No,Credit card,86.42,3256.14,0.0,0.0,0.0,2.215897435897436,0
Female,0,No,No,22.0,Yes,No phone service,DSL,Yes,No,Month-to-month,No,Bank transfer,46.04,1040.91,46.04,22.0,0.0,2.0017391304347827,0
Male,0,Yes,No,15.0,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,31.19,465.59,31.19,0.0,1.0,1.949375,1
Female,0,No,No,51.0,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,No,Credit card,74.28,3738.63,74.28,51.0,0.0,1.4284615384615384,0
Male,0,Yes,Yes,71.0,Yes,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer,53.68,3788.62,0.0,0.0,0.0,0.7455555555555555,0
Female,1,No,Yes,39.0,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,66.06,2571.55,66.06,0.0,1.0,1.6515,0
Male,0,Yes,No,44.0,Yes,No phone service,DSL,No internet service,Yes,Month-to-month,Yes,Credit card,91.06,3996.32,91.06,0.0,1.0,2.0235555555555558,0
Male,0,Yes,No,44.0,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,41.18,1797.53,41.18,44.0,0.0,0.9151111111111111,0
Male,0,Yes,Yes,30.0,Yes,Yes,No,No internet service,No,Two year,Yes,Bank transfer,108.64,3229.57,0.0,0.0,0.0,3.504516129032258,0
